tree_id,split,n_dets,pass_geometric_mean_blend,pass_floor_clamped_hybrid,pass_visibility,pass_side_coverage,pass_adaptive_corrected,pass_median3_floor,pass_density_scaled_vis,n_methods_pass,any_pass,all_pass
DAMIMAS_A21B_0710,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0711,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0712,test,24,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0713,test,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0714,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0715,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0716,test,28,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0717,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0718,test,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0719,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0720,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0721,train,28,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0722,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0723,train,36,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0724,val,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0725,val,12,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0726,test,27,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0727,test,32,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0728,train,28,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0729,train,28,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0730,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0731,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0732,train,16,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0733,test,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0734,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0735,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0736,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0737,test,15,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0738,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0739,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0740,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0741,train,26,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0742,test,9,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0743,val,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0744,test,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0745,val,27,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0746,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0747,train,32,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0748,test,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0749,test,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0750,train,12,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0751,train,23,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0752,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0753,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0754,train,3,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0755,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0756,train,23,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0757,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0758,train,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0759,val,21,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0760,test,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0761,train,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0762,val,10,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0763,train,3,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0764,train,12,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0765,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0766,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0767,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0768,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0769,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0770,train,19,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0771,val,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0772,train,9,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0773,train,16,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0774,train,8,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0775,val,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0776,val,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0777,train,18,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0778,test,9,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0779,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0780,train,7,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0781,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0782,val,7,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0783,val,23,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0784,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0785,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0786,val,6,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0787,val,12,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0788,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0789,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0790,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0791,test,9,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0792,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0793,train,0,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0794,val,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0795,val,8,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0796,val,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0797,train,13,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0798,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0799,train,15,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0800,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0801,train,21,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0802,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0803,train,25,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0804,train,17,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0805,train,26,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0806,train,14,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0807,train,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0808,train,22,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0809,train,24,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0810,val,46,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0811,train,48,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0812,val,40,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0813,test,23,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0814,test,24,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0815,train,51,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0816,train,45,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0817,val,28,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0818,train,40,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0819,train,44,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0820,train,47,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0821,val,23,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0822,test,38,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0823,train,57,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0824,val,41,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0825,val,29,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0826,val,21,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0827,train,45,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0828,train,49,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0829,val,33,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0830,train,34,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0831,train,52,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0832,train,37,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0833,train,22,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0834,train,46,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0835,train,43,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0836,train,36,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0837,train,35,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0838,train,38,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0839,val,35,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0840,train,45,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0841,train,22,1,1,1,1,0,1,1,6,1,0
DAMIMAS_A21B_0842,train,46,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0843,test,34,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0844,train,45,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0845,val,20,1,1,1,1,1,1,1,7,1,1
DAMIMAS_A21B_0846,train,26,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0847,test,44,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0848,val,25,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0849,train,19,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0850,train,43,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0851,train,51,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0852,train,14,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0853,train,31,0,0,0,0,0,0,0,0,0,0
DAMIMAS_A21B_0854,train,44,0,0,0,0,0,0,0,0,0,0
LONSUM_A21A_0001,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0002,test,13,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0003,val,15,0,0,0,0,1,0,0,1,1,0
LONSUM_A21A_0004,train,19,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0005,train,11,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0006,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0007,test,15,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0008,val,3,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0009,train,13,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0010,train,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0011,train,20,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0012,train,11,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0013,train,6,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0014,train,9,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0015,train,17,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0016,val,4,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0017,train,5,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0018,val,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0019,train,17,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0020,train,8,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0021,val,14,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0022,train,8,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0023,train,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0024,train,5,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0025,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0026,test,9,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0027,train,21,1,1,1,1,0,1,1,6,1,0
LONSUM_A21A_0028,test,18,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0029,train,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0030,train,3,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0031,train,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0032,train,2,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0033,train,10,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0034,train,17,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0035,train,16,1,1,1,1,0,1,1,6,1,0
LONSUM_A21A_0036,train,15,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0037,train,5,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0038,val,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0039,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0040,train,10,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0041,train,6,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0042,train,5,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0043,train,9,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0044,train,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0045,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0046,val,4,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0047,train,14,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0048,train,15,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0049,test,7,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0050,train,19,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0051,test,14,1,1,1,1,0,1,1,6,1,0
LONSUM_A21A_0052,train,8,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0053,test,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0054,val,15,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0055,test,11,0,0,0,0,0,0,0,0,0,0
LONSUM_A21A_0056,train,13,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0057,train,3,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0058,train,18,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0059,train,18,0,0,0,0,1,0,0,1,1,0
LONSUM_A21A_0060,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0061,val,11,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0062,val,14,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0063,train,20,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0064,train,7,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0065,train,13,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0066,train,13,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0067,test,18,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0068,train,17,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0069,train,5,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0070,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0071,train,8,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0072,train,1,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0073,train,2,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0074,train,9,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0075,train,11,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0076,val,11,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0077,train,7,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0078,val,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0079,train,8,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0080,train,5,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0081,train,7,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0082,train,6,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0083,train,16,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0084,test,4,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0085,train,2,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0086,test,10,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0087,test,8,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0088,train,18,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0089,test,0,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0090,train,10,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0091,val,16,0,0,0,0,0,0,0,0,0,0
LONSUM_A21A_0092,train,12,0,0,0,0,0,0,0,0,0,0
LONSUM_A21A_0093,val,7,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0094,test,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0095,train,12,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0096,train,8,0,0,0,0,0,0,0,0,0,0
LONSUM_A21A_0097,val,5,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0098,train,9,1,1,1,1,1,1,1,7,1,1
LONSUM_A21A_0099,test,15,0,0,0,0,1,0,0,1,1,0
