tree_id,split,oracle_ok,n_methods_ok,methods_ok
DAMIMAS_A21B_0549,test,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0550,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0551,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0552,test,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0553,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0554,test,True,4,"v6_selector,v9_selector,v5_best_visibility_grid,v8_floor_anchor_50"
DAMIMAS_A21B_0555,test,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0556,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0557,test,True,4,"v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus"
DAMIMAS_A21B_0558,test,True,9,"v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0559,test,True,10,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0560,test,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0561,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0562,test,True,8,"v6_selector,v9_selector,v5_adaptive_corrected,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0563,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0564,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0565,test,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0566,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0567,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0568,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0569,test,False,0,
DAMIMAS_A21B_0570,test,True,13,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0571,test,True,8,"v6_selector,v9_selector,v5_adaptive_corrected,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated"
DAMIMAS_A21B_0572,test,True,14,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus,v8_b2_b4_boosted"
DAMIMAS_A21B_0573,test,True,8,"v6_selector,v9_selector,v5_adaptive_corrected,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_b2_b4_boosted"
DAMIMAS_A21B_0574,test,True,6,"v9_selector,v7_ordinal_b3,v8_side_agreement,v8_floor_anchor_50,v8_per_side_median,v8_multi_consensus"
DAMIMAS_A21B_0575,test,True,12,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_floor_anchor_50,v8_b2_b4_boosted"
DAMIMAS_A21B_0576,test,True,11,"v6_selector,v9_selector,v5_adaptive_corrected,v5_best_visibility_grid,v5_class_aware_vis,v7_stacking_density,v7_stacking_bracketed,v7_ordinal_b3,v8_entropy_modulated,v8_side_agreement,v8_b2_b4_boosted"
